sentence,hate,category
"sir,বাঙ্গালী যে আসলেই আত্নঘাতী তারা নিজেদের ভালো বোঝে না",0,"meme, tiktok and others"
"sir,সাবধানে থাকবেন। আমরা আর বুদ্ধিজীবী হারাতে চাই না....",0,"meme, tiktok and others"
Tahmid ভাই অনেক সুন্দর বিশ্লেষণ করেছেন <br />Love u bhai❤আপনি অন্য ক্রিয়া সাংবাদিক থেকে আলাদা বিশেষ করে দেব চৌধুরী। ��� দেব ভাই খালি খালি খারাপ দিক খুঁজে বের করে,0,"meme, tiktok and others"
Tanzeena Rahman আমাদের ফাইবার অপটিক্স ক্লাস মনে হচ্ছে...,0,"meme, tiktok and others"
"Thanks sir,আমি আপনার সব লেখাই পড়ি ,আপনার লেখা আমার খুব ভালো লাগে কারণ আপনার লেখা আমার মনের সাহস জোগাড় মাঝে মাঝে মনে হয় আমাকে দিয়ে আর সম্ভব না কিন্তু না আপনার লেখা পড়লে মনে হয় আমি পারবো ,",0,personal
tomra jara sabbir ভাই এর নামে এতো কিছু বলছো আমি এক টা কথা বলি তোমরা কি ডেটল সাবান দিয়ে দোয়া নাকি এখন যদি এক টা মেয়ে তোমাদের কাছে এসে বলে ভাই আফনার নাম্বার টা দিবেন ওই সময় তুমি তো আর তুমি থাকবে না তুমি ওই সময় মেয়ে টাকে কি করবা ওই টা বাভবে আর ছেলেদের কে কি বিষ্শাস কারা যাই নাকি সব ছেলেরা এরকম আর আমি ও তো ছেলে সবছেলে তো আর খারাফ হয় না মিডিয়ার লোকে রা তো সব সত্তি বেলনা,0,personal
অ নাকি পরদাশিল হয়ে গিয়েছিল বরকা পরা ছবি ও ত দেখলাম,0,"meme, tiktok and others"
অ ভাই আমি এম পি মোস্তাফিজ রহমান এর এলাকা বাঁশখালী লোক �,0,personal
অই অপরাধীদের থানায় নেওয়া হউক��,0,crime
অই ছেলে ভুলে গেছে যে এই বুড়ো বুড়ি ই ওকে বড় করেছে,0,"meme, tiktok and others"
অই বেডি আগে ভালো করে বাংলা বলা শিখে তারপর কথা বলিস,0,"meme, tiktok and others"
অইছে কাম �,0,"meme, tiktok and others"
অক বিচারক ভিলা মানি না,0,"meme, tiktok and others"
অকৃতজ্ঞ মানুষের কখনো ভালো হয় না ওকে ফিরে যেতে ই হবে ওর পুরানো যায়গায়,0,"meme, tiktok and others"
অকে কচু দাও,0,"meme, tiktok and others"
অকে কি করা জাই বলেন আপনারা,0,"meme, tiktok and others"
অগ্নী কন্যা আমার চখে দেখা একটাই নাইকা যে বিভিন্নি সমলচলা কে পিছনে ফেলে সামনের দিকে এগোছে মাহি আপু একটু চিকন হও জিম করে তুমি মটা হলে আমি খুব কষ্ট পাবো আমি তোমার সব মুভি দেখছি স্বপ্নের নাইকা এগিয়ে যাও সামনের দিকে শুভ কামনা,0,personal
